Otu,Domain,Phylum,Class,Order,Family,Genus
Otu371,Bacteria,Proteobacteria,na,na,na,na
Otu367,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu369,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu370,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
Otu375,Bacteria,Actinobacteria,na,na,na,na
Otu373,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu368,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas
Otu372,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,na,na
Otu377,Bacteria,na,na,na,na,na
Otu376,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu378,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu379,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu382,Bacteria,na,na,na,na,na
Otu380,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter
Otu374,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter
Otu381,Bacteria,Firmicutes,na,na,na,na
Otu383,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu385,Bacteria,na,na,na,na,na
Otu384,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_2,Desulfotomaculum
Otu386,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na
Otu387,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na
Otu389,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu390,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu393,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Colidextribacter
Otu391,Bacteria,Firmicutes,na,na,na,na
Otu394,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu388,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium
Otu392,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu397,Bacteria,na,na,na,na,na
Otu399,Bacteria,na,na,na,na,na
Otu398,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster
Otu396,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis
Otu400,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes
Otu402,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu395,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus
Otu404,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu403,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu401,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu407,Bacteria,na,na,na,na,na
Otu409,Bacteria,Bacteroidetes,na,na,na,na
Otu412,Bacteria,na,na,na,na,na
Otu405,Bacteria,Firmicutes,Clostridia,na,na,na
Otu410,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia
Otu408,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
Otu411,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu406,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,na
Otu414,Bacteria,Firmicutes,na,na,na,na
Otu413,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu415,Bacteria,na,na,na,na,na
Otu418,Bacteria,na,na,na,na,na
Otu417,Bacteria,na,na,na,na,na
Otu424,Bacteria,na,na,na,na,na
Otu423,Bacteria,na,na,na,na,na
Otu420,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu416,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia
Otu425,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu421,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,na
Otu422,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Otu426,Bacteria,na,na,na,na,na
Otu419,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium
Otu432,Bacteria,na,na,na,na,na
Otu427,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
Otu434,Bacteria,na,na,na,na,na
Otu428,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus
Otu431,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Melioribacter
Otu430,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu429,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu433,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu436,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter
Otu438,Bacteria,na,na,na,na,na
Otu435,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalicibacterium
Otu440,Bacteria,na,na,na,na,na
Otu439,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu444,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia
Otu437,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
Otu441,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu443,Bacteria,na,na,na,na,na
Otu445,Bacteria,na,na,na,na,na
Otu447,Bacteria,na,na,na,na,na
Otu448,Bacteria,Bacteroidetes,na,na,na,na
Otu442,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu446,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
Otu449,Bacteria,na,na,na,na,na
Otu452,Bacteria,na,na,na,na,na
Otu450,Bacteria,na,na,na,na,na
Otu454,Bacteria,na,na,na,na,na
Otu453,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu456,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu451,Bacteria,na,na,na,na,na
Otu458,Bacteria,na,na,na,na,na
Otu457,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu455,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu461,Archaea,na,na,na,na,na
Otu460,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Merdimonas
Otu463,Bacteria,na,na,na,na,na
Otu459,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
Otu465,Bacteria,na,na,na,na,na
Otu462,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu467,Bacteria,na,na,na,na,na
Otu464,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu466,Bacteria,na,na,na,na,na
Otu468,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter
Otu470,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu473,Bacteria,na,na,na,na,na
Otu471,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio
Otu469,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia
Otu475,Bacteria,na,na,na,na,na
Otu472,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu478,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium
Otu476,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu479,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu474,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Otu483,Bacteria,na,na,na,na,na
Otu477,Bacteria,Firmicutes,na,na,na,na
Otu482,Bacteria,na,na,na,na,na
Otu481,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella
Otu480,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
Otu485,Bacteria,na,na,na,na,na
Otu484,Bacteria,na,na,na,na,na
Otu487,Bacteria,na,na,na,na,na
Otu488,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu486,Bacteria,na,na,na,na,na
Otu490,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu491,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium
Otu492,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc
Otu494,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu493,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu489,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Otu496,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
Otu495,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
Otu499,Bacteria,na,na,na,na,na
Otu498,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu501,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu497,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu503,Bacteria,na,na,na,na,na
Otu504,Bacteria,na,na,na,na,na
Otu500,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Paradevosia
Otu505,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu507,Archaea,Euryarchaeota,Halobacteria,na,na,na
Otu506,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu502,Bacteria,Proteobacteria,na,na,na,na
Otu509,Bacteria,na,na,na,na,na
Otu508,Bacteria,Acidobacteria,Acidobacteria_Gp4,na,na,Gp4
Otu511,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu513,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,na
Otu514,Bacteria,Firmicutes,na,na,na,na
Otu512,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu516,Bacteria,na,na,na,na,na
Otu510,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Otu518,Bacteria,na,na,na,na,na
Otu515,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
Otu517,Bacteria,Firmicutes,na,na,na,na
Otu520,Bacteria,na,na,na,na,na
Otu519,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
Otu521,Bacteria,na,na,na,na,na
Otu522,Bacteria,na,na,na,na,na
Otu526,Bacteria,na,na,na,na,na
Otu524,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu527,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu528,Bacteria,na,na,na,na,na
Otu523,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu530,Bacteria,na,na,na,na,na
Otu525,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia
Otu529,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum
Otu533,Bacteria,na,na,na,na,na
Otu534,Bacteria,na,na,na,na,na
Otu535,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu532,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella
Otu531,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu537,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
Otu538,Bacteria,na,na,na,na,na
Otu539,Bacteria,Firmicutes,na,na,na,na
Otu545,Bacteria,na,na,na,na,na
Otu540,Bacteria,Actinobacteria,Coriobacteriia,na,na,na
Otu541,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu542,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Floricoccus
Otu544,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu536,Bacteria,Actinobacteria,na,na,na,na
Otu546,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter
Otu543,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu547,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
Otu548,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Parasporobacterium
Otu552,Bacteria,na,na,na,na,na
Otu551,Bacteria,na,na,na,na,na
Otu555,Bacteria,na,na,na,na,na
Otu550,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
Otu556,Bacteria,na,na,na,na,na
Otu553,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus
Otu557,Bacteria,Actinobacteria,Actinobacteria,na,na,na
Otu554,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu549,Bacteria,na,na,na,na,na
Otu558,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu560,Bacteria,na,na,na,na,na
Otu563,Bacteria,Firmicutes,Bacilli,na,na,na
Otu559,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu562,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu561,Bacteria,na,na,na,na,na
Otu565,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola
Otu564,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu566,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola
Otu569,Bacteria,na,na,na,na,na
Otu567,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
Otu571,Bacteria,Firmicutes,na,na,na,na
Otu572,Bacteria,na,na,na,na,na
Otu570,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu568,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu573,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
Otu574,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu576,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,na
Otu575,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu577,Bacteria,Bacteroidetes,na,na,na,na
Otu580,Bacteria,na,na,na,na,na
Otu579,Bacteria,na,na,na,na,na
Otu578,Bacteria,na,na,na,na,na
Otu582,Bacteria,na,na,na,na,na
Otu586,Bacteria,na,na,na,na,na
Otu583,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu584,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu588,Bacteria,na,na,na,na,na
Otu587,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu585,Bacteria,na,na,na,na,na
Otu590,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu591,Bacteria,na,na,na,na,na
Otu589,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu581,Bacteria,Firmicutes,na,na,na,na
Otu595,Bacteria,na,na,na,na,na
Otu592,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu594,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu593,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu597,Bacteria,na,na,na,na,na
Otu601,Bacteria,na,na,na,na,na
Otu596,Bacteria,na,na,na,na,na
Otu598,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu599,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu600,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
Otu608,Bacteria,Proteobacteria,na,na,na,na
Otu606,Bacteria,na,na,na,na,na
Otu604,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu603,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu605,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu607,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu602,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Racemicystis
Otu609,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu610,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,na
Otu611,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu617,Bacteria,na,na,na,na,na
Otu615,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio
Otu612,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu616,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
Otu613,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,na
Otu619,Bacteria,Proteobacteria,na,na,na,na
Otu614,Bacteria,Firmicutes,na,na,na,na
Otu618,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu620,Bacteria,na,na,na,na,na
Otu622,Bacteria,na,na,na,na,na
Otu624,Bacteria,na,na,na,na,na
Otu621,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu626,Bacteria,na,na,na,na,na
Otu628,Bacteria,na,na,na,na,na
Otu625,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu627,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
Otu623,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu629,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,na
Otu631,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
Otu630,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu634,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
Otu636,Archaea,na,na,na,na,na
Otu633,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia
Otu632,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Otu639,Bacteria,Firmicutes,na,na,na,na
Otu635,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
Otu637,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter
Otu640,Bacteria,na,na,na,na,na
Otu638,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
Otu642,Bacteria,na,na,na,na,na
Otu641,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu643,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu648,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum
Otu644,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu647,Bacteria,na,na,na,na,na
Otu649,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu645,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum
Otu646,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter
Otu650,Bacteria,na,na,na,na,na
Otu651,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola
Otu655,Bacteria,na,na,na,na,na
Otu653,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu654,Bacteria,Firmicutes,na,na,na,na
Otu652,Bacteria,Firmicutes,na,na,na,na
Otu656,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu657,Bacteria,na,na,na,na,na
Otu658,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na
Otu659,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu661,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
Otu660,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu663,Bacteria,na,na,na,na,na
Otu666,Bacteria,na,na,na,na,na
Otu665,Bacteria,na,na,na,na,na
Otu667,Bacteria,na,na,na,na,na
Otu662,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu664,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,na
Otu670,Bacteria,Bacteroidetes,na,na,na,na
Otu673,Bacteria,na,na,na,na,na
Otu672,Bacteria,na,na,na,na,na
Otu668,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu674,Bacteria,na,na,na,na,na
Otu671,Bacteria,na,na,na,na,na
Otu669,Bacteria,na,na,na,na,na
Otu675,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Apibacter
Otu676,Bacteria,na,na,na,na,na
Otu677,Bacteria,na,na,na,na,na
Otu678,Bacteria,Firmicutes,na,na,na,na
Otu679,Bacteria,na,na,na,na,na
Otu682,Bacteria,na,na,na,na,na
Otu681,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu685,Bacteria,na,na,na,na,na
Otu680,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu686,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu683,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XVII,Sulfobacillus
Otu689,Bacteria,na,na,na,na,na
Otu684,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu690,Bacteria,na,na,na,na,na
Otu687,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
Otu688,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu691,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu693,Bacteria,na,na,na,na,na
Otu692,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu695,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu694,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu697,Bacteria,Proteobacteria,na,na,na,na
Otu701,Archaea,na,na,na,na,na
Otu699,Bacteria,Firmicutes,Bacilli,na,na,na
Otu698,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
Otu696,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu703,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
Otu702,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu700,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
Otu706,Bacteria,na,na,na,na,na
Otu708,Bacteria,Proteobacteria,na,na,na,na
Otu704,Bacteria,Actinobacteria,Coriobacteriia,na,na,na
Otu709,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter
Otu705,Bacteria,Firmicutes,na,na,na,na
Otu711,Bacteria,Proteobacteria,na,na,na,na
Otu710,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
Otu707,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
Otu716,Bacteria,na,na,na,na,na
Otu714,Bacteria,Bacteroidetes,na,na,na,na
Otu713,Bacteria,Firmicutes,na,na,na,na
Otu712,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
Otu715,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu717,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella
Otu719,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu718,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
Otu721,Bacteria,Proteobacteria,na,na,na,na
Otu723,Bacteria,na,na,na,na,na
Otu720,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu725,Bacteria,na,na,na,na,na
Otu722,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,na
Otu726,Bacteria,na,na,na,na,na
Otu730,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu724,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Proteocatella
Otu729,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na
Otu734,Bacteria,na,na,na,na,na
Otu727,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu735,Archaea,Thaumarchaeota,na,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera
Otu731,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger
Otu733,Bacteria,Bacteroidetes,na,na,na,na
Otu728,Bacteria,na,na,na,na,na
Otu737,Bacteria,na,na,na,na,na
Otu732,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae_1,Shimazuella
Otu739,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na
Otu738,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu740,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola
Otu736,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus
Otu743,Bacteria,na,na,na,na,na
Otu741,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu745,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu744,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu747,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola
Otu742,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
